rzabiec,Rzabiec(Poland),50.825,20.069952999999998
rzace,Rzace(Poland),52.949062,22.682797
rzachowa,Rzachowa(Poland),50.138463,20.615259
rzachta,Rzachta(Poland),51.422736,19.535798
rzachta,Rzachta(Poland),52.133942,21.458320999999998
rzadka wola,Rzadka Wola(Poland),52.583332999999996,18.866667
rzadkowo,Rzadkowo(Poland),53.093219,16.934285
rzadkwin,Rzadkwin(Poland),52.675899,18.116572
rzadowe,Rzadowe(Poland),51.671757,19.683639000000003
rzadz,Rzadz(Poland),53.453638,18.717381
rzadza,Rzadza(Poland),52.246527,21.69955
rzaka,Rzaka(Poland),50.013552000000004,20.006414000000003
rzakta,Rzakta(Poland),52.133942,21.458320999999998
rzalar,Rzalar(Azerbaijan),40.031546,47.071453000000005
rzana,Rzana(Serbia),43.055833,21.007222
rzani do,Rzani Do(Montenegro),42.513611,18.838611
rzanica,Rzanica(Serbia),43.484167,21.052778
rzanicane,Rzanicane(North Macedonia),41.9266667,21.633055600000002
rzanicano,Rzanicano(North Macedonia),41.9266667,21.633055600000002
rzaniec,Rzaniec(Poland),53.092289,21.317142999999998
rzanovo,Rzanovo(North Macedonia),41.3730556,20.6655556
rzanovo,Rzanovo(North Macedonia),41.1766667,21.9819444
rzasawa,Rzasawa(Poland),51.301528999999995,19.344757
rzasawy,Rzasawy(Poland),50.872425,19.169647
rzasiny,Rzasiny(Poland),51.080397999999995,15.43746
rzaska,Rzaska(Poland),50.098622999999996,19.837464
rzasnia,Rzasnia(Poland),51.220772,19.043118
rzasnik,Rzasnik(Poland),51.017115000000004,15.780420999999999
rzasnik,Rzasnik(Poland),52.712015,21.357157
rzasnik majdan,Rzasnik Majdan(Poland),52.829018999999995,21.694573000000002
rzasnik szlachecki,Rzasnik Szlachecki(Poland),52.848102000000004,21.71012
rzasno,Rzasno(Poland),52.169627,19.754029
rzasowa,Rzasowa(Poland),51.301528999999995,19.344757
rzava,Rzava(Czechia),49.475023,14.652721
rzavets,Rzavets(Russian Federation),55.226667000000006,34.367778
rzazew,Rzazew(Poland),52.125147999999996,22.47579
rzazew bugaje,Rzazew Bugaje(Poland),52.125146,22.478786
rzazew kocianka,Rzazew Kocianka(Poland),52.124747,22.469772
rzazew swistowka,Rzazew Swistowka(Poland),52.121722,22.476967000000002
rzazga,Rzazga(Morocco),34.23,-5.81
rzchowiec,Rzchowiec(Poland),50.966667,21.2
rzczawa,Rzczawa(Poland),49.989713,20.514791
rzechcino,Rzechcino(Poland),54.531152,17.457726
rzechow,Rzechow(Poland),51.129621,21.383809
rzechowo gac,Rzechowo Gac(Poland),52.950604000000006,21.231386999999998
rzechowo wielkie,Rzechowo Wielkie(Poland),52.962238,21.194430999999998
rzechta,Rzechta(Poland),51.593092,18.84574
rzechta,Rzechta(Poland),51.887903,18.657544
rzecin,Rzecin(Poland),52.767116,16.296896
rzecino,Rzecino(Poland),53.842703,15.999626000000001
rzeck,Rzeck(Poland),53.84155500000001,20.923061999999998
rzecko,Rzecko(Poland),53.17580600000001,15.525038
rzeczenica,Rzeczenica(Poland),53.757678000000006,17.111344
rzeczka,Rzeczka(Poland),50.677112,16.442516
rzeczki,Rzeczki(Belarus),52.466666700000005,26.05
rzeczki,Rzeczki(Belarus),54.5833333,27.1
rzeczki,Rzeczki(Belarus),55.4333333,27.616666700000003
rzeczki,Rzeczki(Poland),50.15,19.75
rzeczki wolka,Rzeczki Wolka(Poland),52.834768999999994,20.684089
rzeczki wolki,Rzeczki Wolki(Poland),52.834768999999994,20.684089
rzeczkow,Rzeczkow(Poland),51.56642,19.749482
rzeczkow,Rzeczkow(Poland),51.266867,21.059909
rzeczkowo,Rzeczkowo(Poland),53.129757,18.363865
rzeczniow,Rzeczniow(Poland),51.126765999999996,21.432285999999998
rzeczniowek,Rzeczniowek(Poland),51.127241999999995,21.414478
rzeczyca,Rzeczyca(Poland),51.242862,16.554282999999998
rzeczyca,Rzeczyca(Poland),51.598357,20.296127
rzeczyca,Rzeczyca(Poland),50.45,23.752742
rzeczyca,Rzeczyca(Poland),52.170353999999996,14.898735999999998
rzeczyca,Rzeczyca(Poland),50.25,16.133333
rzeczyca,Rzeczyca(Poland),50.718856,21.775614
rzeczyca dluga,Rzeczyca Dluga(Poland),50.639995,22.07095
rzeczyca ksieza,Rzeczyca Ksieza(Poland),50.864954,22.224757
rzeczyca mala,Rzeczyca Mala(Poland),54.115379000000004,16.791857
rzeczyca okragla,Rzeczyca Okragla(Poland),50.645812,22.053046
rzeczyca wielka,Rzeczyca Wielka(Poland),54.11371,16.753551
rzeczyca ziemianska,Rzeczyca Ziemianska(Poland),50.843242,22.186093
rzeczyce,Rzeczyce(Poland),50.356487,18.563089
rzedkow,Rzedkow(Poland),51.874190000000006,20.162815
rzedkow b-c,Rzedkow B-C(Poland),51.874190000000006,20.162815
rzedkow nowy,Rzedkow Nowy(Poland),51.892295000000004,20.18585
rzedkowice,Rzedkowice(Poland),50.569198,19.481707
rzedow,Rzedow(Poland),50.933333000000005,16.65
rzedow,Rzedow(Poland),50.527337,21.05477
rzedowice,Rzedowice(Poland),50.220495,20.243689
rzedowice,Rzedowice(Poland),50.755237,18.456744
rzedowka,Rzedowka(Poland),50.133333,18.633333
rzedzianowice,Rzedzianowice(Poland),50.316953000000005,21.396764
rzedziany,Rzedziany(Poland),53.153307,22.869056
rzedzin,Rzedzin(Poland),50.016164,21.02596
rzedziwciowice,Rzedziwciowice(Poland),50.674588,17.637597
rzedzma,Rzedzma(Poland),50.583333,17.466667
rzedzny,Rzedzny(Poland),50.9,16.3
rzedzow,Rzedzow(Poland),50.744707,18.146269
rzegnowo,Rzegnowo(Poland),53.102816000000004,20.688746
rzegnowo,Rzegnowo(Poland),52.529431,17.489329
rzegocin,Rzegocin(Poland),49.954854,21.592872
rzegocin,Rzegocin(Poland),50.348858,20.835522
rzegocina,Rzegocina(Poland),49.809132,20.419198
rzejowice,Rzejowice(Poland),51.092341999999995,19.694807
rzekcin,Rzekcin(Poland),52.821441,15.616254000000001
rzeki,Rzeki(Poland),49.583333,20.216667
rzeki,Rzeki(Poland),50.876559,19.388963
rzeki male,Rzeki Male(Poland),50.878857,19.407102
rzeki wielkie,Rzeki Wielkie(Poland),50.876559,19.388963
rzekun,Rzekun(Poland),53.050765000000006,21.631315
rzemichow,Rzemichow(Poland),51.712588000000004,17.273255
rzemien,Rzemien(Poland),50.215239000000004,21.514573000000002
rzemienowice,Rzemienowice(Poland),50.266667,20.664859
rzeni do,Rzeni Do(Montenegro),42.708333,18.733611
rzepcze,Rzepcze(Poland),50.382519,17.870226000000002
rzepczyno,Rzepczyno(Poland),53.699943000000005,15.819217000000002
rzepedz,Rzepedz(Poland),49.368190000000006,22.112659
rzepiczna,Rzepiczna(Poland),53.715546999999994,18.009934
rzepiennik,Rzepiennik(Poland),49.810193,21.023042999999998
rzepiennik biskupi,Rzepiennik Biskupi(Poland),49.792623999999996,21.059863
rzepiennik marciszewski,Rzepiennik Marciszewski(Poland),49.834439,20.997656
rzepiennik strzyzewski,Rzepiennik Strzyzewski(Poland),49.810193,21.023042999999998
rzepiennik suchy,Rzepiennik Suchy(Poland),49.775957,21.131285000000002
rzepin,Rzepin(Poland),52.348561,14.832616
rzepin,Rzepin(Poland),50.981049,21.097716000000002
rzepinek,Rzepinek(Poland),52.312508,14.829916
rzepinek,Rzepinek(Poland),50.966477000000005,21.056767999999998
rzepiska,Rzepiska(Poland),49.355379,20.153001999999997
rzepiska,Rzepiska(Poland),52.833332999999996,23.4
rzepiski,Rzepiski(Poland),53.772535,23.040882
rzepisko,Rzepisko(Poland),51.204322,18.285151000000003
rzepisko,Rzepisko(Poland),49.355379,20.153001999999997
rzepiszew,Rzepiszew(Poland),51.72258,19.035224
rzepki,Rzepki(Poland),51.599013,19.636074
rzepki nowe,Rzepki Nowe(Poland),52.817203000000006,22.675696
rzepkowo,Rzepkowo(Poland),54.287213,16.258005999999998
rzeplin,Rzeplin(Poland),51.002945000000004,17.016220999999998
rzeplin,Rzeplin(Poland),50.468844,23.852389000000002
rzeplin,Rzeplin(Poland),50.212911,19.905352
rzeplin,Rzeplin(Poland),49.916667,22.433332999999998
rzeplino,Rzeplino(Poland),53.257753,15.187314
rzepniewo,Rzepniewo(Poland),52.85602900000001,23.217873
rzepnik,Rzepnik(Poland),49.790292,21.725348999999998
rzepniki,Rzepniki(Poland),52.957637,23.224356
rzepnowo,Rzepnowo(Poland),53.160267000000005,14.840459
rzepowo,Rzepowo(Poland),53.593739,16.097244
rzerzeczyce,Rzerzeczyce(Poland),50.894671,19.333152
rzerzusnia,Rzerzusnia(Poland),50.335584999999995,19.962759
rzeshnyate,Rzeshnyate(Ukraine),48.866667,24.2
rzesin,Rzesin(Poland),53.889618999999996,15.121146
rzeskowo,Rzeskowo(Poland),53.92625400000001,15.156915
rzesnica,Rzesnica(Poland),53.433333,14.766667000000002
rzesza,Rzesza(Lithuania),54.8166667,25.2333333
rzeszcynka,Rzeszcynka(Poland),51.797095,23.294769
rzeszkowo,Rzeszkowo(Poland),53.144638,17.204424
rzesznikowo,Rzesznikowo(Poland),53.927675,15.495382000000001
rzeszotary,Rzeszotary(Poland),51.24989,16.154791
rzeszotary,Rzeszotary(Poland),49.945617999999996,19.973803
rzeszotary,Rzeszotary(Poland),52.884018000000005,19.822855
rzeszotary chwaly,Rzeszotary Chwaly(Poland),52.884018000000005,19.822855
rzeszotary gortaty,Rzeszotary Gortaty(Poland),52.86769399999999,19.812489000000003
rzeszotary pszczele,Rzeszotary Pszczele(Poland),52.88333299999999,19.816667000000002
rzeszotary stara wies,Rzeszotary Stara Wies(Poland),52.874361,19.815571
rzeszotary zawady,Rzeszotary Zawady(Poland),52.904602000000004,19.833902
rzeszotki,Rzeszotki(Poland),50.590567,20.821436
rzeszotko,Rzeszotko(Poland),52.787445,20.505303
rzeszotkow,Rzeszotkow(Poland),52.283838,22.36935
rzeszow,Rzeszow(Poland),50.037246,22.004949
rzeszowek,Rzeszowek(Poland),51.022379,15.942406
rzeszowek,Rzeszowek(Poland),50.740846000000005,20.067957999999997
rzeszutki,Rzeszutki(Poland),50.590567,20.821436
rzeszyn,Rzeszyn(Poland),52.548773,18.318676
rzetnia,Rzetnia(Poland),51.351071000000005,17.924696
